Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Carnation Light Evaporated Milk 410G,(15),4.9,1.00,Evaporated semi skimmed milk fortified with Vitamin D.,"Semi Skimmed Milk, Stabiliser (Sodium Phosphates), Vitamin D, Minimum 4% Milk Fat, 20% Milk Solids Not Fat",Energy 452 kJ ,Energy452 kJ227 kJ-108 kcal54 kcal15% RI*Fat4.0 g2.0 gof which: saturates2.7 g1.4 gCarbohydrate11.1 g5.6 gof which: sugars11.1 g5.6 gFibre0.0 g0.0 gProtein6.8 g3.4 gSalt0.30 g0.15 gCalcium240 mg120 mg,https://www.tesco.com/groceries/en-GB/products/252395497
Hula Hoops Salt & Vinegar Flavarings 90G,(3),4,1.00,Salt & Vinegar Flavour Corn Snacks,"Maize Flour, Sunflower Oil (35%), Rice Flour, Salt & Vinegar Flavour [Natural Flavouring, Maltodextrin, Rice Flour, Acids: Citric Acid, Malic Acid; Salt, Sugar, Dried Yeast Extract, Colour: Paprika Extract]",Energy 2247kJ ,Energy 2247kJ674kJ-540kcal162kcalFat 36g11g of which Saturates 3.5g1.1gCarbohydrate 45g14g of which Sugars,https://www.tesco.com/groceries/en-GB/products/301785900
East End Popcorn 500G,(6),4,1.40,Popcorn,"Once opened store contents in an airtight container under cool, dry conditions away from direct sunlight.",Nan,Energy1392kj/330kca,https://www.tesco.com/groceries/en-GB/products/267776029
Kellogg's Duo Fruit Winders Strawberry & Blackcurrant 6 Pack,(1),1,1.79,"Strawberry, Blackcurrant & Pear Fruit Snack Roll","By appointment to HM The Queen Purveyors of Cereals, Kellogg Marketing and Sales Company (UK) Limited",Energy per 100g ,Energy kJ1658282kcal39367Fat 8 g1.4 g of which saturates 3.5 g0.6 gCarbohydrate 79 g13 g of which sugars 37 g6.3 gFibre 2,https://www.tesco.com/groceries/en-GB/products/255269147
Pataks Plain Naan Bread 2 Pack,(3),1,1.25,Plain Naans,"Flour [Wheat Flour, Calcium, Iron, Niacin, Thiamin], Water, Rapeseed Oil, Sugar, Yogurt Powder (Milk), Kalonji Seeds (0.6%), Raising Agents (Diphosphates, Sodium Carbonates), Yeast, Preservatives (Calcium Propionate, Potassium Sorbate), Salt, Acidity Regulator (Citric Acid)",Nan,Energy 1290 kJ / 306 kcalFat 6.9 g ,https://www.tesco.com/groceries/en-GB/products/250506912
Tesco Wholefood Chick Peas 500G,(5),3.8,1.15,Dried chickpeas.,"Store in cool, dry place. Once opened, reseal using the tape provided.    ",Energy 570kJ / 137kcal ,Energy570kJ / 137kcal456kJ / 109kcalFat2.9g2.3gSaturates0.4g0.3gCarbohydrate11.2g9.0gSugars0.7g0.6gFibre15.1g12.1gProtein8.9g7.1gSalt0.1g0.1g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When ,https://www.tesco.com/groceries/en-GB/products/256538611
Colman's Bread Sauce Mix 40G,(2),3,0.65,"A roast dinner wouldn't be the same without bread sauce. Now you can enjoy delicious bread sauce- all within the space of 2 minutes! With quality ingredients, which are seasonally harvested, our Colman's Bread Sauce Mix 40g is perfect for your roast dinners. On top of tasting delicious, our Bread Sauce Mix is quick and easy to prepare. Simply empty the contents of the sachet into a saucepan. Pour a little milk into the pan and mix. Stir in the remaining milk and bring to the boil, stirring continuously. Simmer for 2 minutes and enjoy! Our Bread Sauce Mix is also Free from Artificial Colours, Free from Artificial Preservatives and have No added MSG, making them an excellent choice for creating a family-favourite meal. Use our Bread Sauce to create a mouth-watering accompaniment to your main dish. Simply prepare Colman’s Bread Sauce Mix and add your favourite meat and vegetables to make a dinner your family is sure to love. Discover the rest of our range, cooking suggestions and recipes at https://www.colmans.co.uk/. At Colman’s we believe you deserve the very best. That’s why we select quality ingredients for all our recipes, which are seasonally harvested to deliver great tasting family favourites. We use only the highest quality herbs & vegetables and let them grow as nature intended. We work closely with our farmers to ensure our vegetables are harvested at exactly the right moment to deliver the taste we are famous for. We are also working hard to protect the planet by enrolling our farmers on a sustainable agriculture programme called ‘Growing for the Future’, which ensures that our vegetable crops are both well looked after today and protected in the future. Read more at https://www.colmans.co.uk/colmans-story","Store in a cool, dry place.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/254881696
Askeys Treat Maple 325G,(4),2,1.30,Maple syrup flavour dessert sauce,"Invert Sugar Syrup, Colour: Plain Caramel, Natural Flavouring",Nan,Energy 1327kJ-31,https://www.tesco.com/groceries/en-GB/products/282448586
Camp Chicory & Coffee 241Ml Bottle,(9),4.2,1.70,Chicory & Coffee Essence with Added Sugar,"Sugar, Water, Chicory Extract (25%), Dried Coffee Extract (4%)",Nan,Energ,https://www.tesco.com/groceries/en-GB/products/254889872
Princes Tuna & Mayonnaise Paste 75G,No ratings yet,Nan,0.70,Tuna Mayonnaise Paste with Minced Haddock,"Tuna (Fish) (35%), Minced Haddock (Fish) (33%), Mayonnaise (16%) (Rapeseed Oil, Water, Pasteurised Egg Yolk, Spirit Vinegar, Sugar, Salt, Cornflour, Mustard Flour), Water, Potato Starch, Rusk (Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt), Soya Protein Concentrate, Lemon Juice, Mustard Flour, Salt, White Pepper",Nan,Energy738kJ/177kcalFat10.,https://www.tesco.com/groceries/en-GB/products/254174289
Tesco 8 Trifle Sponges 160G,(8),2.8,0.95,Individual baked sponge cakes for trifles topped with sugar,"INGREDIENTS: Wheat Flour, Sugar, Egg, Humectant (Glycerol), Whey Powder (Milk), Dried Egg White, Salt, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Flavouring, Preservative (Potassium Sorbate).",Energy 1509kJ / 356kcal ,Energy1509kJ / 356kcal302kJ / 71kcalFat4.0g0.8gSaturates1.0g0.2gCarbohydrate70.8g14.2gSugars43.5g8.7gFi,https://www.tesco.com/groceries/en-GB/products/254948630
Blue Dragon Aromatic Katsu Stir Fry Sauce 120G,(5),4,0.70,"A stir fry sauce with soy sauce, ginger and fried onion.","Water, Sugar, Modified Maize Starch, Light Soy Sauce (4%) [Water, Salt, Soya Beans, Roasted Wheat, Sugar, Alcohol], Rapeseed Oil, Ginger Purée (2.5%), Concentrated Apple Juice, Dried Onion, Curry Powder [Coriander, Turmeric, Cumin, Salt, Garlic, Fenugreek, Chilli, Ginger, Fennel], Fried Onion Flakes (1.5%) [Palm Oil, Wheat Flour, Onion, Water, Salt], Yeast Extract Paste [Yeast Extract, Salt], Salt, Chinese Five-Spice Powder [Fennel, Black Pepper, Cinnamon, Cloves, Cumin, Star Anise], Acid (Lactic Acid), White Pepper, Turmeric",Nan,Energy 437,https://www.tesco.com/groceries/en-GB/products/303416310
Baxters Baby Beetroot 340G,(2),4,1.05,Whole Beetroot in Vinegar with Sugar and Sweetener,"By Appointment to Her Majesty The Queen. Purveyors of Scottish Specialities, W.A. Baxter and Sons Ltd., Fochabers.",Nan,Energy 111kJ / 27kcalFat 0,https://www.tesco.com/groceries/en-GB/products/254885444
Walkers Poppables Bbq Rib Snacks 110G,(2),3.5,0.99,BBQ Rib Flavour Potato Snack,"Potato Flakes, Sunflower Oil, Potato Starch, BBQ Rib Seasoning [Flavourings, Sugar, Wheat Flour, Salt, Smoked Glucose, Acid (Citric Acid), Spices, Colour (Paprika Extract), Smoke Flavourings], Colour (Curcumin)",Energy 641kJ ,Energy 641kJ2135kJ-153kcal (8%*)510kcalFat 7.7g (11%*)26.0gOf which saturates 0.7g (3%*)2.2gCarbohydrate 19.0g63.0gOf which sugars 0.9g (1%*)3.0gFibre 1.1g3.7gProtein 1.5g5.0gSalt ,https://www.tesco.com/groceries/en-GB/products/301074123
Snickers Crisp 4 Pack (4X40g) 160G,(6),3,1.25,"Milk chocolate (35%) with caramel (40%), peanuts (13%) and crisped rice (11%).","Glucose Syrup, Sugar, Peanuts, Rice Flour, Palm Fat, Full Cream Milk Powder, Cocoa Butter, Cocoa Mass, Humectant (Glycerol), Skimmed Milk Powder, Lactose, Salt, Dextrose, Emulsifier (Soya Lecithin), Natural Vanilla Extract, Milk Chocolate contains Milk Solids 14% minimum",Energy 2023kJ ,Energy 2023kJ405kJ (5%)-483kcal97kcal (5%)Fat 23g4.5g (6%)of which saturates 9.2g1.8g (9%)Carbohydrate 61g12g (5%)of which sugars 44g8.8g (10%)Pr,https://www.tesco.com/groceries/en-GB/products/302296319
Barratt Liquorice Wheels 113G,No ratings yet,Nan,0.90,Liquorice and aniseed flavoured sweets,"Treacle, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Glucose Syrup, Sugar, Water, Cornflour, Beef Gelatine, Natural Colours (Plain Caramel, Mixed Carotenes, Anthocyanins), Liquorice Powder, Aniseed Oil, Fruit & Vegetable Concentrates (Blackcurrant, Carrot, Radish), Spirulina Concentrate, Citric Acid",Nan,Energy 1383kJ/326kcalFat 0.,https://www.tesco.com/groceries/en-GB/products/255609374
Tesco Tomato And Herb Pasta And Sauce 120G,(2),3.5,0.55,Dried pasta twists in a tomato & herb flavour sauce.,"INGREDIENTS: Dried Pasta (71%) (Durum Wheat Semolina), Tomato Powder (11%), Sugar, Maltodextrin, Maize Starch, Onion Powder, Flavourings (contain Wheat), Dried Onion, Garlic Powder, Salt, Dried Herbs, Palm Oil, Colour (Beetroot Red), Ground Black Pepper.",Energy 547kJ / 129kcal ,Energy547kJ / 129kcal1121kJ / 265kcalFat0.6g1.2gSaturates0.2g0.3gCarbohydrate25.0g51.3gSugars4.2g8.7gFibre2.0g4.2gProtein4.9g10.1gSalt0.4g0.7g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When prepared according to instructions.-,https://www.tesco.com/groceries/en-GB/products/284590136
Millions Multi Millions 7Pack,(1),5,1.00,Multipack Mix The Tiny Tasty Chewy Sweets,"Strawberry Flavour Chewy Sweets: Sugar, Glucose Syrup, Fully Hydrogenated Coconut Oil, Strawberry Juice from Concentrate (3%), Citric Acid, Starch, Concentrates (Elderberry, Black Carrot), Maltodextrin, Flavouring, Thickeners (Gellan Gum, Cellulose Gum, Gum Arabic), Emulsifier (E473), Cola Flavour Chewy Sweets: Sugar, Glucose Syrup, Fully Hydrogenated Coconut Oil, Citric Acid, Starch, Concentrates (Safflower, Black Carrot, Spirulina), Maltodextrin, Flavouring, Thickeners (Gellan Gum, Cellulose Gum, Gum Arabic), Emulsifier (E473), Blackcurrant Flavour Chewy Sweets: Sugar, Glucose Syrup, Fully Hydrogenated Coconut Oil, Blackcurrant Juice from Concentrate (3%), Citric Acid, Starch, Concentrates (Black Carrot, Hibiscus), Flavouring, Maltodextrin, Thickeners (Gellan Gum, Cellulose Gum, Gum Arabic), Emulsifier (E473), Bubblegum Flavour Chewy Sweets: Sugar, Glucose Syrup, Fully Hydrogenated Coconut Oil, Starch, Citric Acid, Maltodextrin, Flavouring, Thickeners (Gellan Gum, Cellulose Gum, Gum Arabic), Emulsifier (E473), Colour (E133), Apple Flavoured Chewy Sweets: Sugar, Glucose Syrup, Fully Hydrogenated Coconut Oil, Apple Juice from Concentrate (3%), Citric Acid, Starch, Maltodextrin, Flavouring, Thickeners (Gellan Gum, Cellulose Gum, Gum Arabic), Carrot Extract, Emulsifier (E473), Colour (E133)",Nan,Energy kJ1713277 Kcal40466Fa,https://www.tesco.com/groceries/en-GB/products/284507632
Tesco Sweet & Sour Stir Fry Sauce 120G,(2),1,0.50,"An Oriental style sweet and sour sauce with pineapple, onions and bell peppers.","INGREDIENTS: Water, Sugar, Rice Vinegar, Yellow Onion (4%), Pineapple (4%), Modified Tapioca Starch, Tomato Paste, Salted Ginger Strips [Ginger, Water, Salt, Acetic Acid], Ginger, Fructose Syrup, Green Pepper (1%), Red Pepper (1%), Garlic, Salt, Carrot, Soy Sauce [Water, Soya Bean, Wheat, Salt], Colour (Paprika Extract).",Energy 335kJ / 79kcal ,Energy335kJ / 79kcal201kJ / 47kcalFat0.5g0.3gSaturates0.1g<0.1gCarbohydrate18.1g10.9gSugars14.7g8.8gFibre0.5g0.,https://www.tesco.com/groceries/en-GB/products/271811708
Polo Mints Single,No ratings yet,Nan,0.60,Pressed Mints.,"Sugar, Glucose Syrup, Modified Starch, Stearic Acid, Mint Oils",Energy 1707kJ ,Energy 1707kJ75kJ-402kcal18kcalFat 1.0gTraceof which: saturates 1.0gTraceCarbohydrate 98.1g4.3gof which: sugars 95.6g4.2gFibre 0.0g0.0gProtein TraceTraceSalt 0.01gTrace**3 mints (4.3,https://www.tesco.com/groceries/en-GB/products/251892716
Tesco Szechuan Inspired Sweet Chilli Sauce 505G,(9),5,0.80,"Cooking sauce with red peppers, babycorn and water chestnuts.","INGREDIENTS: Water, Tomato Purée, Red Pepper (10%), Sugar, Babycorn (5%), Water Chestnut (5%), Malt Vinegar (Barley), Modified Maize Starch, Soy Sauce [Water, Sugar, Rice Vinegar, Soya Bean, Wheat, Salt], Garlic Purée, Salt, Coriander, Ginger Purée, Acidity Regulator (Citric Acid), Chilli Powder, Chilli Flakes, Colour (Paprika Extract), Black Pepper.",Energy 288kJ / 68kcal ,Energy288kJ / 68kcal363kJ / 86kcalFat0.3g0.4gSaturates0.1g0.1gCarbohydrate15.3g19.3gSugars10.3g13.0gFibre0.6g0.,https://www.tesco.com/groceries/en-GB/products/277042192
Tesco Chocolate Chip Digestive Biscuits 400G,(28),4.7,0.60,Chocolate chip digestive biscuits.,"INGREDIENTS: Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, Sugar, Chocolate Chips (12%), Oatmeal, Wholemeal Wheat Flour, Glucose Syrup, Whey Powder (Milk), Raising Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Invert Sugar Syrup, Salt.Chocolate Chips contain: Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Soya Lecithins), Flavouring.",Energy 2056kJ / 490kcal ,Energy2056kJ / 490kcal329kJ / 78kcalFat21.5g3.4gSaturates10.4g1.7gCarbohydrate66.3g10.6gSugars23.1g3.7gFibre2.8g0.,https://www.tesco.com/groceries/en-GB/products/265273276
Tesco Italian Extra Virgin Olive Oil 500Ml,(1),4,3.50,Italian extra virgin olive oil. Superior category olive oil obtained directly from olives and solely by mechanical means.,"Store away from light and heat.    Do not refrigerate.
    ",Energy 3700kJ / 900kcal ,Energy3700kJ / 900kcal555kJ / 135kcalFat100.0g15.0gSaturates14.3g2.1gMono-unsaturates73.0g11.0gPolyunsaturates8.2g1.2gCarbohydrate0g0gSugars0g0gFibre0g0gProtein0g0gSalt<0.01g<0.01g* Refer,https://www.tesco.com/groceries/en-GB/products/259074328
Taylors Lazy Sunday Coffee Beans 227G,(2),5,3.75,Lazy Sunday Coffee Beans,"By Appointment to HRH The Prince of Wales.
Suppliers of Beverages, Taylors of Harrogate North Yorkshire.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264815317
Tesco Finest Fairtrade Guatemala Ground Coffee 227G,(5),2.8,3.29,Roast and ground coffee.,Store in a cool dry place. ,Nan,"     If you’re making coffee in a Cafetière, warm the pot first. Use about one rounded dessert spoonful of coffee per person - you can make it more or less depending on how strong you like it. Once you have boiled the water, wait 10 seconds before pouring, to avoid scalding the coffee, then leave to brew for 3 to 5 minutes - longer for a stronger coffee - with the plunger off. You can use the same guide for the quantity of coffee if you’re using a filter machine. For a Moka pot, fill the basket evenly with coffee, without patting it down. Brew the coffee on a medium heat for about 5 minutes. Suitable for",https://www.tesco.com/groceries/en-GB/products/278856788
Tesco Wholefood Luxury Fruit & Nut Mix 300G,(3),5,3.80,"A mix of jumbo flame and jumbo golden raisins, almonds, pistachio nuts, cashew nuts, pecan nuts and juice infused dried cranberries.","INGREDIENTS: Jumbo Flame Raisins [Raisins, Sunflower Oil], Jumbo Golden Raisins [Raisins, Sunflower Oil, Preservative (Sulphur Dioxide)], Almonds (13%), Cashew Nuts, Pecan Nuts, Pistachio Nuts, Juice Infused Dried Cranberries (8%) [Cranberries, Pineapple Juice from Concentrate, Sunflower Oil].",Energy 2019kJ / 484kcal ,Energy2019kJ / 484kcal505kJ / 121kcalFat27.3g6.8gSaturates2.6g0.7gCarbohydrate45.4g11.4gSugars43.6g10.9gFibre6.0g1.5gP,https://www.tesco.com/groceries/en-GB/products/262291161
Hermesetas Mini Sweeteners 800 Pack,(1),5,3.00,Calorie-free table top sweetener based on Saccharin.,Sweetener Sodium Saccharin,Nan,Energy kcal/(kJ)0/(0)0/(0)Protein 0 g0 g- Gluten0 g0 gFat - Total0 g0 g- Saturated0 g0 gCarbo,https://www.tesco.com/groceries/en-GB/products/259247714
Horlicks Traditional 500G,(9),2.8,3.50,Malted Drink,"Wheat 46% (Wheat Flour and Malted Wheat), Malted Barley 26%, Dried Whey (Milk), Calcium Carbonate, Dried Skimmed Milk, Sugar, Palm Oil, Salt, Anti-Caking Agent (E551), Vitamin Mix (Vitamin C, Niacin, Vitamin E, Pantothenic Acid, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Biotin, Vitamin D, Vitamin B12), Ferric Pyrophosphate, Zinc Oxide",Energy per 25g serve in 200ml semi-skimmed milk ,"Energy kJ/kcal774/1821534/362Fat (of which saturates)4.0g (2.4g)2.3g (1.1g)Carbohydrate 28.7g77.3g(of which sugars)(19.2g)(39.3g)Fibre 0.5g2.1gProtein 9.3g9.1gSalt 0.5g1.1gVitamin D, µg3.06012.0240Vitamin E, mg3.12612.1101Vitamin C, mg24.03080.0100Thiamin (Vit B1) 0.4361.4124Riboflavin (Vit B2), mg0.7500.963Niacin, mg5.73617.2108Vitamin B6, mg0.7502.3166Folic Acid, µg60.030168.084Vitamin B12, µg1.5600.830Biotin, µg26.15280.4208Pantothenic acid (Vit B5), mg2.4404.21",https://www.tesco.com/groceries/en-GB/products/280418815
Cooks & Co Dried Porcini Mushrooms 40G,No ratings yet,Nan,3.00,Dried Porcini Mushrooms,Dried Porcini (Ceps) (Boletus Edulis) Mushrooms,Nan,Energy 1230kJ/293kc,https://www.tesco.com/groceries/en-GB/products/303010444
Schar Sweet Brioche Rolls 200G,(5),3.6,2.00,Gluten and wheat free soft sweet brioche style rolls.,"Rice Flour, Maize Starch, Water, Sugar, Egg, Rice Starch, Vegetable Margarine [Palm Fat, Water, Rape Seed Oil, Salt, Emulsifier: Mono- and Diglycerides of Fatty Acids; Acid: Citric Acid; Natural Flavour], Glucose Syrup, Vegetable Fibre (Psyllium), Thickeners: Guar Gum, Hydroxypropyl Methyl Cellulose, Yeast, Emulsifier: Mono- and Diglycerides of Fatty Acids, Salt, Acid: Citric Acid, Flavour",Nan,Energy1181kJ590 kJ-280 kcal140 kcal7%Fat6.6 g3.3 g5 %of which saturates3.8 g1.9 g10 %Carbohydrate50 g25 g10%of which sugars16 g8.0 g9 %Fibre4.2 g2.1 g-Prote,https://www.tesco.com/groceries/en-GB/products/268870215
Schwartz Classic Roast Chicken Gravy Mix 26G,(7),4.1,0.70,"A tasty gravy mix with roast chicken flavour, sweet onion, aromatic sage and parsley for a rich and smooth gravy.","By Appointment to Her Majesty The Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy 1468kJ58kJ-347kcal14kcal<1%Fat 5.6g0.2g<1% of which saturates 3.2g0.1g<1%Carbohydrate 63.3g2.5g<1% of which sugars 0.8g0g<1%Fibre 2.7g0.1gProtein 9.6g0.4g1%Salt 10.75g0.48,https://www.tesco.com/groceries/en-GB/products/253174694
Aero Peppermint Big Bag Share 219G,No ratings yet,Nan,2.00,"An aerated peppermint flavoured centre with a half milk chocolate, half peppermint flavoured shell.","Sugar, Vegetable Fats (Mango Kernel/ Palm/ Sal/ Shea, Sunflower, Coconut), Lactose and Proteins from Whey (from Milk), Whey Powder (from Milk), Skimmed Milk Powder, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Butterfat (from Milk), Emulsifier (Sunflower Lecithin), Glazing Agent (Gum Arabic), Glucose Syrup, Natural Flavouring, Colours (Copper complexes of Chlorophyllins, Curcumin), Milk Chocolate contains Milk Solids 14% minimum and Vegetable Fat in addition to Cocoa Butter",Energy 2242kJ ,Energy2242kJ536kJ8400kJ-536kcal128kcal2000kcal6%Fat29.7g7.1g70g10%of which: saturates17.7g4.2g20g21%Carbohydrate62.4g15.0g260g6%of which: sugars62.1g14.9g90g17%Fibre0.7g0.2g--Protein4.3g1.0g50g2%Salt0.22g0.05g6g<1%*Reference Intake of an average adult (8400kJ/2000kcal)----**8 sweets---,https://www.tesco.com/groceries/en-GB/products/300472771
Tesco Ground Black Pepper 100G,(5),2.2,1.80,Ground black pepper.,"Store in a cool, dry place and out of direct sunlight.    ",Energy 1273kJ / 304kcal ,Energy1273kJ / 304kcal64kJ / 15kcalFat3.3g0.2gSaturates1.0g<0.1gMono-unsaturates1.0g<0.1gPolyunsaturates1.1g<0.1gCarbohydrate44.3g2.2gSugars0.6g0.0gFibre26.5g1.3gP,https://www.tesco.com/groceries/en-GB/products/256150775
Ryvita Cheddar & Crack Black Pepper Thins 125G,(3),3.7,2.00,Cheddar & Cracked Black Pepper Flatbreads,"Wheat Flour (Wheat Flour, Calcium, Iron, Niacin, Thiamin), Mature Cheddar Cheese (10%) (Cheddar Cheese (Milk), Potato Starch), Cheese Powder (Milk) (9%), Wholegrain Rye Flour (8%), Black Pepper (1%), Salt",Energy 1763kJ ,Energy 1763kJ124kJ-418kcal29kcal1%Fat 9.8g0.7g1% - of which saturates 5.8g0.4g2%Carbohydrate 62.0g4.3g2% - of which sugars 2.4g0.2g<1%Fibre 4.6g0.3gProtein 18.2g1.3g3%Salt 2.18g0.15g3%*Reference Intake of an average adult (8,https://www.tesco.com/groceries/en-GB/products/268348368
Pataks Mild Curry Paste 283G,(1),4,2.30,Our Authentic Blend of Aromatic Spices Including Cumin and Coriander for a Beautifully Balanced Mild Curry Dish,"Water, Ground Spices (24%) [Coriander (10%), Paprika (3%), Turmeric (2%), Cumin (2%), Spices, Fenugreek, Fennel, Cinnamon], Rapeseed Oil, Salt, Maize Flour, Acids (Acetic Acid, Citric Acid), Tamarind, Yellow Mustard Powder, Garlic Powder",Nan,Energy 1081kJ,https://www.tesco.com/groceries/en-GB/products/254869470
Special K Juicy Red Berry Bars 5X27g,(1),3,1.00,Wholegrain oat bar with sultanas and cranberries dipped in a smooth strawberry flavoured syrup layer.,"Wholegrain Oats (30%), Sultanas and Cranberries Blend (23%) (Sultanas {Sultanas, Sunflower Oil}, Juice infused Cranberries {Cranberries, Pineapple Juice Syrup, Pineapple Juice Concentrate, Sunflower Oil}, Rise Flour), Glucose Syrup, Cereal Crispies (7%) (Wholewheat Flour, Rise Flour, Sugar, Malted Barley Flour, Malted Wheat Flour, Salt, Rapeseed Oil, Stabiliser {Calcium Carbonate}, Emulsifier {Soy Lecithin}), Wholewheat Flakes (7%) (Wholewheat, Sugar, Salt, Barley Malt Flavouring), Sugar, Corn Fibre, Maltodextrin, Fructose, Palm Oil, Humectant (Glycerol), Natural Flavouring, Strawberry Juice Concentrate, Antioxidant (Tocopherol Rich Extract), Emulsifier (Soy Lecithin), Skimmed Milk Powder, Niacin, Iron, Vitamin B6, Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin), Folic Acid, Vitamin D, Vitamin B12",Energy 1620kJ ,Energy 1620kJ437kJ-384kcal104kcal5%Fat 6.3g1.7g2% of which saturates 2.2g0.6g3%Carbohydrate 73g20g of which sugars 28g7.6g8%Fibre 7.7g2.1gProtein 5.3g1.4gSalt 0.15g0.04g<1%Niacin (B3)15.2mg 95%4.2mg 26%Vitamin (B6)1.3mg 95%0.36mg 26%Fol,https://www.tesco.com/groceries/en-GB/products/301011509
